ID,Francs,Rappen
42136,42,60
42137,22,35
42138,31,30
42139,29,60
42140,43,40
42141,11,45
42142,21,5
42143,47,75
42144,47,90
42145,26,35
42146,18,40
42147,27,55
42148,27,60
42149,33,90
42150,22,25
42151,42,80
42152,47,20
42153,37,95
42154,43,30
42155,14,10
42156,48,0
42157,20,65
42158,30,20
42159,14,0
42160,47,70
42161,42,15
42162,20,60
42163,23,85
42164,40,60
42165,37,95
42166,20,5
42167,36,35
42168,24,0
42169,36,35
42170,15,35
42171,20,50
42172,40,0
42173,35,90
42174,49,60
42175,41,10
42176,25,95
42177,32,75
42178,26,10
42179,12,25
42180,11,40
42181,10,10
42182,38,5
42183,43,35
42184,32,0
42185,32,60
42186,18,5
42187,32,25
42188,11,5
42189,24,70
42190,20,20
42191,17,55
42192,12,70
42193,12,0
42194,19,85
42195,33,20
42196,13,0
42197,33,30
42198,16,25
42199,14,90
42200,32,5
42201,21,65
42202,25,0
42203,39,70
42204,27,70
42205,11,45
42206,28,70
42207,48,65
42208,41,65
42209,33,35
42210,16,40
42211,18,45
42212,31,30
42213,47,40
42214,19,20
42215,34,40
42216,48,5
42217,14,95
42218,10,60
42219,45,55
42220,35,5
42221,41,25
42222,16,40
42223,21,40
42224,33,25
42225,21,10
42226,23,40
42227,44,25
42228,42,85
42229,41,10
42230,16,80
42231,30,45
42232,49,0
42233,41,40
42234,14,45
42235,47,10
42236,11,25
42237,33,15
42238,41,70
42239,15,85
42240,26,60
42241,33,50
42242,34,15
42243,28,55
42244,45,55
42245,15,95
42246,41,85
42247,34,80
42248,27,50
42249,38,45
42250,31,30
42251,40,20
42252,44,80
42253,26,90
42254,26,35
42255,31,35
42256,10,95
42257,12,0
42258,38,90
42259,43,80
42260,39,80
42261,47,70
42262,16,35
42263,42,70
42264,19,95
42265,12,15
42266,19,55
42267,29,60
42268,15,70
42269,49,15
42270,31,5
42271,15,15
42272,31,65
42273,20,95
42274,47,65
42275,49,30
42276,33,0
42277,48,85
42278,21,75
42279,45,70
42280,42,25
42281,31,65
42282,18,55
42283,37,30
42284,29,20
42285,36,85
42286,48,85
42287,27,60
42288,35,65
42289,31,30
42290,48,15
42291,48,40
42292,14,50
42293,38,65
42294,14,15
42295,10,35
42296,31,10
42297,25,85
42298,40,90
42299,42,15
42300,27,45
42301,42,85
42302,17,65
42303,40,30
42304,47,10
42305,23,80
42306,28,90
42307,19,90
42308,19,50
42309,21,40
42310,39,5
42311,12,75
42312,42,15
42313,26,5
42314,35,75
42315,29,75
42316,44,45
42317,29,80
42318,37,50
42319,48,0
42320,14,0
42321,31,30
42322,45,50
42323,22,15
42324,21,20
42325,11,65
42326,16,65
42327,16,65
42328,45,25
42329,35,75
42330,42,50
42331,30,5
42332,41,20
42333,28,90
42334,48,50
42335,34,30
42336,21,95
42337,15,80
42338,42,80
42339,34,35
42340,22,30
42341,26,60
42342,29,25
42343,23,70
42344,25,20
42345,14,85
42346,35,55
42347,27,60
42348,37,95
42349,15,5
42350,35,90
42351,33,25
42352,47,0
42353,38,20
42354,26,85
42355,29,50
42356,40,70
42357,42,95
42358,36,90
42359,10,75
42360,18,10
42361,49,55
42362,35,15
42363,43,90
42364,41,65
42365,32,25
42366,19,90
42367,43,60
42368,21,30
42369,14,25
42370,12,65
42371,37,50
42372,18,30
42373,31,75
42374,33,45
42375,30,15
42376,47,10
42377,47,40
42378,20,45
42379,18,10
42380,49,80
42381,31,90
42382,20,5
42383,49,75
42384,14,50
42385,42,85
42386,32,40
42387,12,70
42388,16,80
42389,49,50
42390,16,5
42391,48,40
42392,32,75
42393,46,40
42394,42,5
42395,28,85
42396,35,40
42397,31,45
42398,16,85
42399,39,55
42400,17,75
42401,14,80
42402,39,50
42403,34,15
42404,48,10
42405,35,25
42406,13,0
42407,46,5
42408,17,75
42409,46,15
42410,47,65
42411,27,35
42412,21,30
42413,23,70
42414,34,95
42415,49,70
42416,29,30
42417,11,70
42418,31,85
42419,24,20
42420,17,5
42421,46,0
42422,41,40
42423,46,85
42424,33,25
42425,45,50
42426,49,70
42427,27,55
42428,35,40
42429,38,70
42430,24,35
42431,32,25
42432,24,80
42433,31,70
42434,21,0
42435,16,25
42436,38,35
42437,41,0
42438,35,40
42439,38,40
42440,22,35
42441,21,80
42442,36,55
42443,31,0
42444,24,90
42445,34,15
42446,31,0
42447,47,80
42448,49,85
42449,19,0
42450,11,85
42451,34,90
42452,22,50
42453,28,30
42454,13,65
42455,37,95
42456,48,90
42457,12,30
42458,37,25
42459,16,10
42460,27,5
42461,46,35
42462,47,90
42463,17,90
42464,46,50
42465,47,55
42466,41,15
42467,17,95
42468,41,60
42469,46,30
42470,29,75
42471,19,60
42472,48,50
42473,47,30
42474,25,95
42475,29,35
42476,25,75
42477,12,55
42478,15,15
42479,25,40
42480,20,70
42481,35,85
42482,11,80
42483,11,55
42484,13,5
42485,16,20
42486,31,25
42487,11,85
42488,19,5
42489,30,25
42490,31,0
42491,24,60
42492,36,25
42493,16,35
42494,45,50
42495,11,55
42496,44,45
42497,18,55
42498,38,30
42499,29,30
42500,39,55
42501,25,90
42502,36,80
42503,45,90
42504,16,55
42505,25,55
42506,23,0
42507,16,40
42508,45,20
42509,31,75
42510,20,80
42511,13,25
42512,28,55
42513,38,95
42514,23,50
42515,29,70
42516,21,30
42517,30,25
42518,43,90
42519,36,65
42520,12,25
42521,36,70
42522,38,95
42523,32,0
42524,27,75
42525,24,35
42526,49,80
42527,23,90
42528,20,10
42529,28,45
42530,26,80
42531,13,40
42532,20,25
42533,37,10
42534,47,45
42535,26,90
42536,10,30
42537,30,80
42538,49,80
42539,40,80
42540,23,50
42541,12,0
42542,21,75
42543,31,40
42544,32,15
42545,33,90
42546,37,30
42547,28,35
42548,14,20
42549,29,50
42550,41,40
42551,22,55
42552,40,75
42553,34,35
42554,45,80
42555,38,15
42556,34,15
42557,48,65
42558,25,40
42559,24,65
42560,21,65
42561,38,75
42562,35,30
42563,42,10
42564,43,60
42565,11,0
42566,29,15
42567,28,75
42568,40,10
42569,43,80
42570,18,25
42571,22,20
42572,10,65
42573,13,90
42574,50,0
42575,47,90
42576,13,25
42577,43,80
42578,33,20
42579,39,75
42580,21,15
42581,46,60
42582,15,50
42583,38,75
42584,39,55
42585,14,80
42586,46,35
42587,31,55
42588,10,10
42589,11,25
42590,45,60
42591,16,70
42592,30,25
42593,42,40
42594,30,35
42595,27,85
42596,24,45
42597,42,45
42598,37,65
42599,21,70
42600,24,90
42601,22,50
42602,27,5
42603,38,20
42604,12,60
42605,22,50
42606,34,50
42607,11,30
42608,40,25
42609,15,85
42610,32,5
42611,45,95
42612,19,75
42613,11,65
42614,13,5
42615,28,10
42616,48,55
42617,38,5
42618,34,75
42619,40,30
42620,23,5
42621,47,45
42622,44,80
42623,30,55
42624,10,15
42625,12,55
42626,49,5
42627,38,30
42628,33,55
42629,42,80
42630,10,35
42631,42,70
42632,29,45
42633,36,50
42634,42,45
42635,28,55
42636,24,5
42637,39,85
42638,20,75
42639,39,20
42640,12,65
42641,27,10
42642,15,45
42643,40,65
42644,27,60
42645,33,30
42646,38,15
42647,15,45
42648,47,10
42649,21,25
42650,40,45
42651,31,60
42652,41,0
42653,35,95
42654,37,40
42655,43,80
42656,36,25
42657,15,90
42658,27,30
42659,14,25
42660,45,95
42661,12,40
42662,49,10
42663,17,70
42664,26,85
42665,31,5
42666,37,90
42667,18,25
42668,35,70
42669,32,5
42670,18,20
42671,37,20
42672,23,70
42673,22,75
42674,12,80
42675,16,0
42676,19,5
42677,13,0
42678,38,30
42679,24,75
42680,36,55
42681,49,10
42682,21,75
42683,31,55
42684,30,35
42685,47,35
42686,42,10
42687,25,85
42688,38,55
42689,28,40
42690,45,70
42691,43,90
42692,10,65
42693,49,20
42694,32,60
42695,26,70
42696,14,0
42697,41,45
42698,37,75
42699,47,40
42700,40,90
42701,49,75
42702,26,0
42703,37,40
42704,41,55
42705,21,50
42706,20,15
42707,34,55
42708,30,90
42709,44,85
42710,13,60
42711,13,45
42712,28,95
42713,43,20
42714,43,50
42715,32,95
42716,12,75
42717,47,0
42718,48,40
42719,10,80
42720,18,35
42721,11,20
42722,43,60
42723,26,20
42724,44,70
42725,33,0
42726,43,5
42727,20,60
42728,39,5
42729,38,50
42730,34,45
42731,22,55
42732,48,90
42733,35,45
42734,11,90
42735,45,75
42736,44,25
42737,19,60
42738,35,35
42739,27,20
42740,28,85
42741,22,80
42742,45,45
42743,46,70
42744,13,75
42745,16,40
42746,13,0
42747,43,65
42748,16,60
42749,34,40
42750,20,80
42751,25,75
42752,31,60
42753,16,45
42754,26,0
42755,40,45
42756,25,90
42757,14,0
42758,17,30
42759,46,25
42760,34,5
42761,43,0
42762,31,60
42763,13,30
42764,35,35
42765,12,20
42766,10,65
42767,32,10
42768,15,35
42769,16,50
42770,43,15
42771,41,85
42772,13,65
42773,11,65
42774,40,40
42775,12,50
42776,27,85
42777,44,45
42778,39,65
42779,26,30
42780,41,80
42781,39,85
42782,23,0
42783,28,80
42784,42,25
42785,23,65
42786,21,55
42787,16,85
42788,37,55
42789,24,10
42790,21,35
42791,40,15
42792,21,15
42793,41,20
42794,44,5
42795,11,25
42796,13,70
42797,19,5
42798,31,50
42799,26,55
42800,14,40
42801,15,90
42802,23,15
42803,37,15
42804,37,45
42805,45,55
42806,26,95
42807,43,35
42808,31,95
42809,22,20
42810,12,20
42811,20,70
42812,32,5
42813,41,80
42814,31,15
42815,35,55
42816,21,40
42817,10,70
42818,24,40
42819,43,90
42820,24,45
42821,10,50
42822,13,5
42823,15,5
42824,35,55
42825,42,95
42826,34,35
42827,26,10
42828,43,30
42829,18,15
42830,23,10
42831,47,35
42832,26,10
42833,21,80
42834,23,55
42835,30,50
42836,47,95
42837,31,30
42838,28,55
42839,23,65
42840,14,95
42841,36,5
42842,17,25
42843,34,90
42844,33,0
42845,46,75
42846,27,5
42847,27,0
42848,29,40
42849,31,80
42850,45,70
42851,35,65
42852,14,75
42853,44,15
42854,43,10
42855,37,55
42856,43,95
42857,29,5
42858,36,65
42859,46,30
42860,45,95
42861,25,30
42862,29,25
42863,16,60
42864,18,90
42865,35,85
42866,47,90
42867,35,80
42868,11,85
42869,22,5
42870,47,55
42871,19,70
42872,41,90
42873,35,45
42874,18,10
42875,35,95
42876,17,70
42877,28,0
42878,21,55
42879,14,10
42880,34,20
42881,33,20
42882,37,95
42883,20,45
42884,25,50
42885,15,45
42886,10,65
42887,26,5
42888,48,0
42889,39,55
42890,11,15
42891,23,80
42892,33,85
42893,43,50
42894,48,85
42895,33,80
42896,19,45
42897,20,90
42898,39,70
42899,22,10
42900,40,70
42901,30,5
42902,36,60
42903,24,25
42904,20,15
42905,32,80
42906,34,0
42907,10,95
42908,43,40
42909,28,45
42910,12,75
42911,27,25
42912,40,55
42913,10,35
42914,31,20
42915,41,30
42916,23,95
42917,32,10
42918,43,70
42919,36,70
42920,36,10
42921,13,90
42922,12,70
42923,40,70
42924,35,30
42925,21,85
42926,47,15
42927,39,10
42928,45,65
42929,41,15
42930,16,10
42931,35,70
42932,24,30
42933,38,40
42934,47,40
42935,40,90
42936,12,55
42937,23,65
42938,15,30
42939,29,40
42940,39,55
42941,18,70
42942,17,90
42943,42,70
42944,47,70
42945,43,80
42946,26,95
42947,12,95
42948,26,10
42949,21,0
42950,18,45
42951,33,20
42952,46,85
42953,28,25
42954,23,25
42955,33,85
42956,31,0
42957,20,50
42958,42,65
42959,43,35
42960,15,65
42961,13,50
42962,32,25
42963,22,60
42964,35,95
42965,27,65
42966,47,35
42967,45,40
42968,42,85
42969,27,40
42970,41,55
42971,28,5
42972,26,90
42973,21,35
42974,27,40
42975,30,35
42976,17,90
42977,17,90
42978,33,5
42979,17,5
42980,31,50
42981,22,65
42982,21,35
42983,15,15
42984,43,60
42985,22,30
42986,31,40
42987,23,30
42988,37,5
42989,24,95
42990,10,10
42991,32,70
42992,43,55
42993,38,10
42994,12,45
42995,49,80
42996,32,45
42997,46,30
42998,46,0
42999,33,90
43000,24,20
43001,29,5
43002,28,25
43003,33,95
43004,43,70
43005,15,85
43006,28,85
43007,10,40
43008,42,10
43009,34,80
43010,29,90
43011,47,45
43012,35,30
43013,28,25
43014,19,25
43015,21,0
43016,17,40
43017,45,75
43018,16,10
43019,26,25
43020,42,0
43021,44,80
43022,13,75
43023,14,5
43024,27,40
43025,35,65
43026,36,15
43027,30,85
43028,22,80
43029,12,0
43030,22,0
43031,27,20
43032,18,5
43033,18,50
43034,21,15
43035,49,35
43036,40,80
43037,16,30
43038,26,0
43039,42,10
43040,29,60
43041,39,65
43042,20,35
43043,26,30
43044,19,75
43045,22,90
43046,21,10
43047,35,0
43048,22,70
43049,45,35
43050,42,20
43051,39,90
43052,28,5
43053,44,20
43054,38,85
43055,41,10
43056,37,90
43057,11,65
43058,32,75
43059,38,65
43060,14,5
43061,47,75
43062,43,50
43063,12,75
43064,34,15
43065,11,5
43066,22,45
43067,42,65
43068,33,95
43069,14,75
43070,36,25
43071,28,60
43072,28,65
43073,13,85
43074,40,95
43075,22,0
43076,31,15
43077,21,20
43078,29,55
43079,44,80
43080,21,70
43081,35,75
43082,29,25
43083,37,30
43084,16,65
43085,38,60
43086,11,65
43087,27,50
43088,32,65
43089,48,45
43090,27,55
43091,41,65
43092,23,35
43093,29,90
43094,32,20
43095,23,25
43096,13,15
43097,18,30
43098,23,70
43099,47,80
43100,16,30
43101,26,40
43102,41,65
43103,36,55
43104,29,80
43105,16,70
43106,47,30
43107,33,55
43108,27,50
43109,18,95
43110,44,20
43111,44,30
43112,36,40
43113,32,55
43114,37,65
43115,29,80
43116,17,55
43117,32,40
43118,26,75
43119,34,20
43120,48,5
43121,21,10
43122,23,90
43123,21,20
43124,24,15
43125,46,45
43126,21,30
43127,19,25
43128,32,20
43129,15,50
43130,47,75
43131,45,30
43132,47,10
43133,38,55
43134,22,0
43135,44,15
43136,22,90
43137,18,55
43138,29,45
43139,21,60
43140,14,0
43141,10,25
43142,23,10
43143,37,75
43144,36,45
43145,30,10
43146,41,30
43147,27,0
43148,10,30
43149,32,85
43150,18,10
43151,45,15
43152,16,95
43153,20,85
43154,21,40
43155,30,40
43156,34,0
43157,30,25
43158,14,10
43159,41,85
43160,45,50
43161,41,30
43162,14,60
43163,13,90
43164,46,70
43165,12,70
43166,42,20
43167,20,15
43168,28,20
43169,21,5
43170,28,90
43171,28,65
43172,45,10
43173,21,10
43174,42,50
43175,25,5
43176,25,95
43177,16,35
43178,46,30
43179,30,0
43180,19,60
43181,44,5
43182,16,20
43183,34,95
43184,29,25
43185,35,70
43186,23,75
43187,46,40
43188,32,30
43189,20,0
43190,19,10
43191,24,90
43192,24,50
43193,49,75
43194,21,15
43195,39,65
43196,36,80
43197,22,45
43198,24,80
43199,48,30
43200,39,95
43201,45,30
43202,25,65
43203,32,65
43204,49,65
43205,37,25
43206,41,90
43207,19,60
43208,31,15
43209,27,85
43210,34,60
43211,41,0
43212,18,25
43213,38,30
43214,39,30
43215,15,15
43216,28,95
43217,17,95
43218,40,30
43219,17,40
43220,43,55
43221,48,85
43222,13,80
43223,27,40
43224,25,25
43225,40,75
43226,42,95
43227,42,0
43228,20,50
43229,32,5
43230,31,80
43231,16,40
43232,47,25
43233,12,35
43234,16,65
43235,31,45
43236,20,80
43237,23,85
43238,11,10
43239,38,65
43240,31,40
43241,12,15
43242,40,90
43243,33,50
43244,13,60
43245,41,60
43246,12,10
43247,18,20
43248,42,55
43249,41,20
43250,46,30
43251,26,50
43252,25,25
43253,46,95
43254,26,30
43255,34,25
43256,19,30
43257,18,30
43258,19,90
43259,44,30
43260,13,45
43261,33,90
43262,40,80
43263,42,10
43264,33,90
43265,36,5
43266,27,15
43267,32,35
43268,49,30
43269,25,80
43270,20,55
43271,21,10
43272,25,40
43273,36,15
43274,13,50
43275,42,90
43276,44,65
43277,45,90
43278,35,55
43279,31,60
43280,13,55
43281,32,45
43282,38,55
43283,15,40
43284,35,80
43285,11,50
43286,35,80
43287,11,45
43288,21,30
43289,11,80
43290,17,80
43291,23,85
43292,17,50
43293,14,90
43294,42,90
43295,18,85
43296,13,5
43297,22,75
43298,19,85
43299,42,80
43300,23,10
43301,46,90
43302,12,55
43303,10,50
43304,32,90
43305,12,30
43306,24,30
43307,43,20
43308,17,10
43309,35,70
43310,15,80
43311,44,5
43312,28,30
43313,32,90
43314,35,45
43315,35,30
43316,31,5
43317,23,55
43318,24,90
43319,31,70
43320,30,25
43321,25,5
43322,25,10
43323,42,70
43324,26,40
43325,28,70
43326,14,25
43327,25,30
43328,36,5
43329,10,60
43330,14,95
43331,47,15
43332,48,70
43333,17,50
43334,39,5
43335,32,75
43336,49,40
43337,34,0
43338,48,30
43339,38,35
43340,27,25
43341,46,85
43342,13,25
43343,20,50
43344,33,95
43345,37,15
43346,37,15
43347,33,90
43348,30,55
43349,49,80
43350,43,65
43351,34,65
43352,30,65
43353,10,75
43354,17,70
43355,22,30
43356,49,85
43357,12,20
43358,10,65
43359,31,10
43360,15,10
43361,26,95
43362,12,90
43363,48,15
43364,28,90
43365,25,20
43366,37,70
43367,42,40
43368,19,10
43369,30,10
43370,27,70
43371,38,40
43372,18,55
43373,48,65
43374,11,50
43375,40,35
43376,21,35
43377,21,0
43378,14,5
43379,42,40
43380,46,15
43381,42,65
43382,11,45
43383,40,90
43384,22,55
43385,19,65
43386,49,75
43387,37,40
43388,37,45
43389,47,90
43390,13,20
43391,36,50
43392,30,80
43393,38,90
43394,41,25
43395,13,95
43396,28,65
43397,39,85
43398,37,20
43399,19,55
43400,10,75
43401,42,90
43402,15,10
43403,39,65
43404,34,80
43405,47,45
43406,14,5
43407,24,40
43408,26,25
43409,41,35
43410,22,50
43411,35,80
43412,25,45
43413,10,25
43414,22,10
43415,34,65
43416,15,60
43417,14,60
43418,15,40
43419,31,0
43420,49,20
43421,43,0
43422,27,90
43423,24,60
43424,40,0
43425,31,45
43426,48,15
43427,43,40
43428,17,40
43429,34,35
43430,38,45
43431,22,30
43432,26,5
43433,16,55
43434,31,10
43435,16,35
43436,21,35
43437,42,25
43438,31,80
43439,19,50
43440,26,30
43441,34,15
43442,19,0
43443,16,35
43444,13,30
43445,37,30
43446,31,45
43447,44,60
43448,14,10
43449,16,75
43450,35,95
43451,21,40
43452,13,50
43453,24,10
43454,31,35
43455,36,20
43456,37,75
43457,29,30
43458,22,60
43459,46,15
43460,45,90
43461,17,80
43462,44,15
43463,46,90
43464,18,55
43465,40,30
43466,41,15
43467,48,5
43468,26,20
43469,26,30
43470,29,75
43471,12,90
43472,19,80
43473,37,85
43474,15,35
43475,46,65
43476,38,70
43477,38,90
43478,25,95
43479,40,40
43480,30,80
43481,48,30
43482,24,0
43483,28,0
43484,18,90
43485,32,95
43486,18,0
43487,27,40
43488,14,0
43489,12,20
43490,39,40
43491,14,5
43492,47,85
43493,13,95
43494,12,35
43495,35,30
43496,46,35
43497,25,15
43498,45,10
43499,13,40
43500,12,70
43501,11,15
43502,21,30
43503,21,65
43504,44,25
43505,20,95
43506,41,20
43507,30,40
43508,12,25
43509,18,20
43510,19,90
43511,37,90
43512,32,35
43513,15,0
43514,22,30
43515,46,15
43516,15,25
43517,20,0
43518,44,40
43519,36,55
43520,45,20
43521,47,45
43522,29,40
43523,34,90
43524,16,55
43525,36,45
43526,43,60
43527,24,25
43528,26,10
43529,31,45
43530,30,55
43531,15,80
43532,38,5
43533,32,30
43534,49,40
43535,31,70
43536,43,75
43537,36,35
43538,37,40
43539,39,30
43540,39,90
43541,42,85
43542,34,80
43543,22,40
43544,35,60
43545,39,5
43546,29,45
43547,10,75
43548,29,10
43549,35,5
43550,43,90
43551,32,85
43552,15,10
43553,42,85
43554,27,30
43555,32,10
43556,32,40
43557,26,5
43558,19,10
43559,49,70
43560,30,55
43561,46,10
43562,10,80
43563,24,70
43564,47,0
43565,19,35
43566,41,15
43567,30,65
43568,13,30
43569,11,10
43570,24,70
43571,48,80
43572,16,95
43573,19,70
43574,14,95
43575,25,95
43576,34,35
43577,34,45
43578,36,20
43579,27,60
43580,35,60
43581,24,95
43582,15,10
43583,13,0
43584,27,10
43585,43,65
43586,14,80
43587,22,50
43588,41,40
43589,46,65
43590,47,50
43591,13,90
43592,25,75
43593,47,30
43594,43,75
43595,41,40
43596,16,90
43597,47,0
43598,44,40
43599,40,15
43600,41,20
43601,45,25
43602,21,25
43603,34,15
43604,18,50
43605,32,20
43606,40,30
43607,22,70
43608,17,90
43609,46,30
43610,35,15
43611,47,40
43612,34,55
43613,40,40
43614,32,50
43615,24,0
43616,33,65
43617,32,65
43618,28,55
43619,48,55
43620,26,15
43621,26,80
43622,32,15
43623,14,65
43624,32,35
43625,32,0
43626,11,65
43627,40,75
43628,17,45
43629,38,55
43630,36,55
43631,43,60
43632,47,5
43633,26,60
43634,41,90
43635,13,25
43636,32,30
43637,35,90
43638,44,30
43639,42,25
43640,16,30
43641,49,40
43642,12,35
43643,13,85
43644,20,80
43645,26,30
43646,47,95
43647,18,5
43648,25,5
43649,34,45
43650,40,40
43651,31,15
43652,30,65
43653,41,55
43654,17,60
43655,16,90
43656,29,15
43657,16,65
43658,39,60
43659,31,95
43660,13,5
43661,24,75
43662,42,10
43663,17,55
43664,27,35
43665,10,65
43666,22,25
43667,26,50
43668,30,45
43669,25,40
43670,30,75
43671,28,10
43672,19,95
43673,38,75
43674,28,50
43675,41,10
43676,43,90
43677,35,75
43678,18,5
43679,17,80
43680,31,5
43681,29,45
43682,27,35
43683,35,30
43684,32,85
43685,27,10
43686,41,10
43687,17,10
43688,12,55
43689,23,5
43690,16,10
43691,46,55
43692,29,5
43693,43,5
43694,44,80
43695,45,65
43696,41,60
43697,39,85
43698,20,5
43699,19,65
43700,29,75
43701,20,50
43702,42,85
43703,44,20
43704,49,80
43705,24,55
43706,25,90
43707,22,35
43708,13,35
43709,32,90
43710,21,10
43711,10,95
43712,40,45
43713,20,50
43714,22,5
43715,29,85
43716,38,25
43717,39,40
43718,48,45
43719,18,50
43720,39,60
43721,22,10
43722,32,5
43723,15,10
43724,31,30
43725,33,95
43726,14,75
43727,29,40
43728,12,50
43729,38,90
43730,25,55
43731,23,80
43732,20,55
43733,40,70
43734,42,95
43735,37,70
43736,10,5
43737,19,5
43738,38,45
43739,42,75
43740,12,35
43741,35,80
43742,48,15
43743,23,95
43744,22,10
43745,31,15
43746,40,55
43747,19,80
43748,32,35
43749,18,20
43750,25,70
43751,33,50
43752,40,15
43753,13,40
43754,46,65
43755,32,15
43756,41,65
43757,47,55
43758,32,80
43759,17,10
43760,49,75
43761,29,10
43762,10,45
43763,25,40
43764,10,35
43765,45,55
43766,22,0
43767,29,15
43768,34,70
43769,35,20
43770,40,90
43771,16,90
43772,43,65
43773,33,85
43774,11,90
43775,37,10
43776,49,90
43777,33,35
43778,29,25
43779,24,15
43780,34,0
43781,23,80
43782,48,30
43783,35,5
43784,33,25
43785,21,40
43786,40,15
43787,49,90
43788,26,5
43789,16,25
43790,12,25
43791,40,60
43792,35,40
43793,30,85
43794,30,30
43795,37,70
43796,17,50
43797,11,70
43798,16,0
43799,19,30
43800,44,65
43801,37,95
43802,49,55
43803,18,55
43804,28,55
43805,20,50
43806,47,35
43807,11,90
43808,23,55
43809,10,10
43810,12,15
43811,34,35
43812,17,50
43813,19,15
43814,42,0
43815,49,95
43816,27,45
43817,23,25
43818,26,35
43819,17,55
43820,47,40
43821,25,0
43822,14,60
43823,24,15
43824,11,15
43825,25,80
43826,16,80
43827,13,40
43828,28,40
43829,15,65
43830,35,5
43831,17,65
43832,45,45
43833,15,0
43834,15,30
43835,36,95
43836,20,60
43837,41,15
43838,29,0
43839,10,30
43840,23,40
43841,21,45
43842,48,65
43843,26,5
43844,14,0
43845,45,15
43846,37,25
43847,11,80
43848,13,25
43849,25,55
43850,46,65
43851,15,25
43852,18,15
43853,35,70
43854,23,5
43855,30,55
43856,27,65
43857,43,80
43858,19,60
43859,26,45
43860,13,10
43861,22,25
43862,36,75
43863,31,75
43864,20,15
43865,11,85
43866,11,10
43867,15,40
43868,18,5
43869,23,85
43870,38,55
43871,28,85
43872,48,30
43873,17,60
43874,48,10
43875,41,5
43876,22,15
43877,41,65
43878,26,80
43879,18,30
43880,39,30
43881,29,85
43882,23,5
43883,42,35
43884,20,85
43885,34,30
43886,14,70
43887,27,5
43888,39,90
43889,19,10
43890,47,15
43891,37,65
43892,20,80
43893,41,50
43894,35,0
43895,13,35
43896,12,70
43897,24,30
43898,11,0
43899,13,15
43900,22,85
43901,37,35
43902,24,20
43903,49,60
43904,48,45
43905,49,0
43906,34,60
43907,19,95
43908,25,80
43909,46,90
43910,38,40
43911,26,80
43912,32,15
43913,48,10
43914,44,50
43915,17,35
43916,22,40
43917,10,85
43918,14,0
43919,44,30
43920,44,40
43921,22,15
43922,48,90
43923,35,40
43924,23,90
43925,15,35
43926,48,25
43927,14,95
43928,26,80
43929,13,85
43930,24,5
43931,23,55
43932,48,15
43933,44,80
43934,48,55
43935,17,20
43936,10,15
43937,14,60
43938,21,90
43939,40,25
43940,36,80
43941,14,35
43942,35,40
43943,10,65
43944,20,55
43945,39,10
43946,19,75
43947,30,15
43948,36,40
43949,17,60
43950,10,0
43951,34,25
43952,23,55
43953,11,35
43954,12,25
43955,43,55
43956,21,35
43957,16,10
43958,36,50
43959,35,5
43960,44,55
43961,16,90
43962,39,75
43963,27,10
43964,28,0
43965,38,65
43966,30,75
43967,16,10
43968,11,65
43969,28,80
43970,35,60
43971,14,15
43972,27,75
43973,41,20
43974,48,0
43975,20,25
43976,15,90
43977,33,65
43978,30,55
43979,23,15
43980,16,40
43981,43,25
43982,47,10
43983,48,45
43984,36,50
43985,14,75
43986,44,10
43987,43,80
43988,26,10
43989,41,65
43990,43,50
43991,28,25
43992,36,35
43993,12,20
43994,37,5
43995,46,20
43996,48,75
43997,42,90
43998,14,15
43999,14,70
44000,40,70
44001,16,75
44002,29,40
44003,15,85
44004,33,70
44005,21,20
44006,44,10
44007,28,75
44008,47,0
44009,34,75
44010,19,65
44011,10,10
44012,40,55
44013,14,70
44014,46,15
44015,41,55
44016,22,45
44017,47,5
44018,42,90
44019,24,55
44020,40,15
44021,49,60
44022,25,10
44023,30,45
44024,13,80
44025,35,50
44026,34,15
44027,27,5
44028,35,80
44029,14,65
44030,29,70
44031,38,65
44032,18,10
44033,34,80
44034,26,50
44035,23,0
44036,30,95
44037,23,80
44038,10,40
44039,18,25
44040,41,80
44041,26,35
44042,16,90
44043,49,0
44044,24,40
44045,35,5
44046,11,10
44047,35,60
44048,38,55
44049,24,50
44050,12,75
44051,37,45
44052,30,35
44053,29,20
44054,24,35
44055,47,20
44056,22,80
44057,35,55
44058,31,75
44059,45,25
44060,14,70
44061,23,90
44062,24,80
44063,15,15
44064,10,60
44065,43,65
44066,32,20
44067,36,30
44068,37,25
44069,16,80
44070,10,40
44071,22,30
44072,43,35
44073,41,25
44074,35,65
44075,42,90
44076,31,75
44077,21,25
44078,33,5
44079,48,80
44080,27,45
44081,26,85
44082,19,65
44083,27,5
44084,34,10
44085,17,75
44086,20,5
44087,32,45
44088,20,65
44089,44,20
44090,42,25
44091,44,15
44092,45,95
44093,26,65
44094,25,25
44095,35,75
44096,17,40
44097,44,25
44098,43,45
44099,28,70
44100,31,50
44101,39,25
44102,49,45
44103,35,70
44104,17,80
44105,26,55
44106,36,40
44107,41,30
44108,28,75
44109,11,0
44110,49,10
44111,29,80
44112,31,85
44113,22,95
44114,37,90
44115,34,0
44116,15,15
44117,45,65
44118,49,95
44119,36,90
44120,37,45
44121,47,40
44122,25,50
44123,46,55
44124,14,60
44125,43,15
44126,49,80
44127,39,45
44128,43,40
44129,11,55
44130,38,80
44131,40,5
44132,24,75
44133,35,30
